module_id,course_id,module_order,module_title,duration_minutes
1597,197,6,Modul 6: Teknik Lanjutan,
1598,198,1,Modul 1: Pengenalan & Overview,51.0
1599,198,2,Modul 2: Konsep Dasar,34.0
1600,198,3,Modul 3: Studi Kasus 1,55.0
1601,198,4,Modul 4: Praktik Langsung,30.0
1602,198,5,Modul 5: Studi Kasus 2,48.0
1603,198,6,Modul 6: Teknik Lanjutan,21.0
1604,198,7,Modul 7: Tools & Best Practices,39.0
1605,198,8,Modul 8: Project Mini,55.0
1606,198,9,Modul 9: Evaluasi & Quiz,25.0
1607,199,1,Modul 1: Pengenalan & Overview,29.0
1608,199,2,Modul 2: Konsep Dasar,35.0
1609,199,3,Modul 3: Studi Kasus 1,11.0
1610,199,4,Modul 4: Praktik Langsung,32.0
1611,199,5,Modul 5: Studi Kasus 2,29.0
1612,199,6,Modul 6: Teknik Lanjutan,42.0
1613,199,7,Modul 7: Tools & Best Practices,13.0
1614,200,1,Modul 1: Pengenalan & Overview,34.0
1615,200,2,Modul 2: Konsep Dasar,11.0
1616,200,3,Modul 3: Studi Kasus 1,27.0
1617,200,4,Modul 4: Praktik Langsung,31.0
1618,200,5,Modul 5: Studi Kasus 2,52.0
1619,200,6,Modul 6: Teknik Lanjutan,56.0
1620,200,7,Modul 7: Tools & Best Practices,53.0
1621,200,8,Modul 8: Project Mini,50.0
1622,200,9,Modul 9: Evaluasi & Quiz,36.0
1623,200,10,Modul 10: Studi Kasus Lanjutan,19.0
1624,201,1,Modul 1: Pengenalan & Overview,29.0
1625,201,2,Modul 2: Konsep Dasar,31.0
1626,201,3,Modul 3: Studi Kasus 1,18.0
1627,201,4,Modul 4: Praktik Langsung,18.0
1628,201,5,Modul 5: Studi Kasus 2,53.0
1629,201,6,Modul 6: Teknik Lanjutan,18.0
1630,201,7,Modul 7: Tools & Best Practices,55.0
1631,201,8,Modul 8: Project Mini,18.0
1632,201,9,Modul 9: Evaluasi & Quiz,59.0
1633,201,10,Modul 10: Studi Kasus Lanjutan,46.0
1634,201,11,Modul 11: Optimasi & Tips,30.0
1635,202,1,Modul 1: Pengenalan & Overview,44.0
1636,202,2,Modul 2: Konsep Dasar,17.0
1637,202,3,Modul 3: Studi Kasus 1,19.0
1638,202,4,Modul 4: Praktik Langsung,58.0
1639,202,5,Modul 5: Studi Kasus 2,36.0
1640,202,6,Modul 6: Teknik Lanjutan,29.0
1641,202,7,Modul 7: Tools & Best Practices,50.0
1642,202,8,Modul 8: Project Mini,27.0
1643,202,9,Modul 9: Evaluasi & Quiz,22.0
1644,202,10,Modul 10: Studi Kasus Lanjutan,21.0
1645,203,1,Modul 1: Pengenalan & Overview,49.0
1646,203,2,Modul 2: Konsep Dasar,48.0
1647,203,3,Modul 3: Studi Kasus 1,24.0
1648,203,4,Modul 4: Praktik Langsung,24.0
1649,203,5,Modul 5: Studi Kasus 2,32.0
1650,204,1,Modul 1: Pengenalan & Overview,59.0
1651,204,2,Modul 2: Konsep Dasar,42.0
1652,204,3,Modul 3: Studi Kasus 1,40.0
1653,204,4,Modul 4: Praktik Langsung,33.0
1654,204,5,Modul 5: Studi Kasus 2,34.0
1655,204,6,Modul 6: Teknik Lanjutan,18.0
1656,204,7,Modul 7: Tools & Best Practices,24.0
1657,204,8,Modul 8: Project Mini,58.0
1658,204,9,Modul 9: Evaluasi & Quiz,27.0
1659,205,1,Modul 1: Pengenalan & Overview,24.0
1660,205,2,Modul 2: Konsep Dasar,22.0
1661,205,3,Modul 3: Studi Kasus 1,14.0
1662,205,4,Modul 4: Praktik Langsung,38.0
1663,205,5,Modul 5: Studi Kasus 2,41.0
1664,206,1,Modul 1: Pengenalan & Overview,39.0
1665,206,2,Modul 2: Konsep Dasar,37.0
1666,206,3,Modul 3: Studi Kasus 1,12.0
1667,206,4,Modul 4: Praktik Langsung,34.0
1668,206,5,Modul 5: Studi Kasus 2,35.0
1669,206,6,Modul 6: Teknik Lanjutan,57.0
1670,206,7,Modul 7: Tools & Best Practices,44.0
1671,206,8,Modul 8: Project Mini,55.0
1672,206,9,Modul 9: Evaluasi & Quiz,43.0
1673,206,10,Modul 10: Studi Kasus Lanjutan,39.0
1674,206,11,Modul 11: Optimasi & Tips,12.0
1675,207,1,Modul 1: Pengenalan & Overview,25.0
1676,207,2,Modul 2: Konsep Dasar,35.0
1677,207,3,Modul 3: Studi Kasus 1,12.0
1678,207,4,Modul 4: Praktik Langsung,43.0
1679,207,5,Modul 5: Studi Kasus 2,13.0
1680,207,6,Modul 6: Teknik Lanjutan,38.0
1681,208,1,Modul 1: Pengenalan & Overview,29.0
1682,208,2,Modul 2: Konsep Dasar,28.0
1683,208,3,Modul 3: Studi Kasus 1,37.0
1684,208,4,Modul 4: Praktik Langsung,13.0
1685,208,5,Modul 5: Studi Kasus 2,19.0
1686,208,6,Modul 6: Teknik Lanjutan,51.0
1687,208,7,Modul 7: Tools & Best Practices,56.0
1688,208,8,Modul 8: Project Mini,21.0
1689,208,9,Modul 9: Evaluasi & Quiz,54.0
1690,209,1,Modul 1: Pengenalan & Overview,35.0
1691,209,2,Modul 2: Konsep Dasar,38.0
1692,209,3,Modul 3: Studi Kasus 1,39.0
1693,209,4,Modul 4: Praktik Langsung,55.0
1694,209,5,Modul 5: Studi Kasus 2,39.0
1695,209,6,Modul 6: Teknik Lanjutan,30.0
1696,210,1,Modul 1: Pengenalan & Overview,55.0
1697,210,2,Modul 2: Konsep Dasar,55.0
1698,210,3,Modul 3: Studi Kasus 1,15.0
1699,210,4,Modul 4: Praktik Langsung,38.0
1700,210,5,Modul 5: Studi Kasus 2,15.0
1701,210,6,Modul 6: Teknik Lanjutan,34.0
1702,210,7,Modul 7: Tools & Best Practices,42.0
1703,211,1,Modul 1: Pengenalan & Overview,20.0
1704,211,2,Modul 2: Konsep Dasar,34.0
1705,211,3,Modul 3: Studi Kasus 1,20.0
1706,211,4,Modul 4: Praktik Langsung,46.0
1707,211,5,Modul 5: Studi Kasus 2,19.0
1708,212,1,Modul 1: Pengenalan & Overview,19.0
1709,212,2,Modul 2: Konsep Dasar,55.0
1710,212,3,Modul 3: Studi Kasus 1,29.0
1711,212,4,Modul 4: Praktik Langsung,59.0
1712,212,5,Modul 5: Studi Kasus 2,28.0
1713,213,1,Modul 1: Pengenalan & Overview,17.0
1714,213,2,Modul 2: Konsep Dasar,
1715,213,3,Modul 3: Studi Kasus 1,58.0
1716,213,4,Modul 4: Praktik Langsung,39.0
1717,213,5,Modul 5: Studi Kasus 2,41.0
1718,213,6,Modul 6: Teknik Lanjutan,10.0
1719,213,7,Modul 7: Tools & Best Practices,41.0
1720,213,8,Modul 8: Project Mini,47.0
1721,213,9,Modul 9: Evaluasi & Quiz,39.0
1722,213,10,Modul 10: Studi Kasus Lanjutan,15.0
1723,213,11,Modul 11: Optimasi & Tips,10.0
1724,213,12,Modul 12: Final Project,45.0
1725,214,1,Modul 1: Pengenalan & Overview,50.0
1726,214,2,Modul 2: Konsep Dasar,23.0
1727,214,3,Modul 3: Studi Kasus 1,19.0
1728,214,4,Modul 4: Praktik Langsung,32.0
1729,214,5,Modul 5: Studi Kasus 2,12.0
1730,214,6,Modul 6: Teknik Lanjutan,48.0
1731,214,7,Modul 7: Tools & Best Practices,15.0
1732,214,8,Modul 8: Project Mini,36.0
1733,214,9,Modul 9: Evaluasi & Quiz,20.0
1734,214,10,Modul 10: Studi Kasus Lanjutan,49.0
1735,214,11,Modul 11: Optimasi & Tips,54.0
1736,214,12,Modul 12: Final Project,60.0
1737,215,1,Modul 1: Pengenalan & Overview,39.0
1738,215,2,Modul 2: Konsep Dasar,33.0
1739,215,3,Modul 3: Studi Kasus 1,15.0
1740,215,4,Modul 4: Praktik Langsung,30.0
1741,215,5,Modul 5: Studi Kasus 2,34.0
1742,215,6,Modul 6: Teknik Lanjutan,58.0
1743,215,7,Modul 7: Tools & Best Practices,45.0
1744,215,8,Modul 8: Project Mini,40.0
1745,215,9,Modul 9: Evaluasi & Quiz,54.0
1746,215,10,Modul 10: Studi Kasus Lanjutan,31.0
1747,216,1,Modul 1: Pengenalan & Overview,43.0
1748,216,2,Modul 2: Konsep Dasar,23.0
1749,216,3,Modul 3: Studi Kasus 1,16.0
1750,216,4,Modul 4: Praktik Langsung,50.0
1751,216,5,Modul 5: Studi Kasus 2,15.0
1752,216,6,Modul 6: Teknik Lanjutan,54.0
1753,217,1,Modul 1: Pengenalan & Overview,60.0
1754,217,2,Modul 2: Konsep Dasar,28.0
1755,217,3,Modul 3: Studi Kasus 1,30.0
1756,217,4,Modul 4: Praktik Langsung,46.0
1757,217,5,Modul 5: Studi Kasus 2,32.0
1758,217,6,Modul 6: Teknik Lanjutan,49.0
1759,217,7,Modul 7: Tools & Best Practices,43.0
1760,217,8,Modul 8: Project Mini,41.0
1761,217,9,Modul 9: Evaluasi & Quiz,21.0
1762,217,10,Modul 10: Studi Kasus Lanjutan,24.0
1763,217,11,Modul 11: Optimasi & Tips,
1764,217,12,Modul 12: Final Project,11.0
1765,218,1,Modul 1: Pengenalan & Overview,60.0
1766,218,2,Modul 2: Konsep Dasar,23.0
1767,218,3,Modul 3: Studi Kasus 1,36.0
1768,218,4,Modul 4: Praktik Langsung,31.0
1769,218,5,Modul 5: Studi Kasus 2,50.0
1770,218,6,Modul 6: Teknik Lanjutan,50.0
1771,219,1,Modul 1: Pengenalan & Overview,28.0
1772,219,2,Modul 2: Konsep Dasar,14.0
1773,219,3,Modul 3: Studi Kasus 1,42.0
1774,219,4,Modul 4: Praktik Langsung,
1775,219,5,Modul 5: Studi Kasus 2,53.0
1776,220,1,Modul 1: Pengenalan & Overview,35.0
1777,220,2,Modul 2: Konsep Dasar,49.0
1778,220,3,Modul 3: Studi Kasus 1,21.0
1779,220,4,Modul 4: Praktik Langsung,31.0
1780,220,5,Modul 5: Studi Kasus 2,40.0
1781,220,6,Modul 6: Teknik Lanjutan,12.0
1782,221,1,Modul 1: Pengenalan & Overview,40.0
1783,221,2,Modul 2: Konsep Dasar,39.0
1784,221,3,Modul 3: Studi Kasus 1,44.0
1785,221,4,Modul 4: Praktik Langsung,39.0
1786,221,5,Modul 5: Studi Kasus 2,36.0
1787,222,1,Modul 1: Pengenalan & Overview,13.0
1788,222,2,Modul 2: Konsep Dasar,29.0
1789,222,3,Modul 3: Studi Kasus 1,53.0
1790,222,4,Modul 4: Praktik Langsung,
1791,222,5,Modul 5: Studi Kasus 2,46.0
1792,222,6,Modul 6: Teknik Lanjutan,60.0
1793,222,7,Modul 7: Tools & Best Practices,19.0
1794,222,8,Modul 8: Project Mini,11.0
1795,222,9,Modul 9: Evaluasi & Quiz,34.0
1796,222,10,Modul 10: Studi Kasus Lanjutan,20.0
1797,222,11,Modul 11: Optimasi & Tips,34.0
1798,222,12,Modul 12: Final Project,17.0
1799,223,1,Modul 1: Pengenalan & Overview,58.0
1800,223,2,Modul 2: Konsep Dasar,30.0
1801,223,3,Modul 3: Studi Kasus 1,27.0
1802,223,4,Modul 4: Praktik Langsung,41.0
1803,223,5,Modul 5: Studi Kasus 2,33.0
1804,224,1,Modul 1: Pengenalan & Overview,29.0
1805,224,2,Modul 2: Konsep Dasar,29.0
1806,224,3,Modul 3: Studi Kasus 1,33.0
1807,224,4,Modul 4: Praktik Langsung,59.0
1808,224,5,Modul 5: Studi Kasus 2,15.0
1809,224,6,Modul 6: Teknik Lanjutan,11.0
1810,224,7,Modul 7: Tools & Best Practices,42.0
1811,224,8,Modul 8: Project Mini,31.0
1812,224,9,Modul 9: Evaluasi & Quiz,56.0
1813,225,1,Modul 1: Pengenalan & Overview,29.0
1814,225,2,Modul 2: Konsep Dasar,19.0
1815,225,3,Modul 3: Studi Kasus 1,16.0
1816,225,4,Modul 4: Praktik Langsung,43.0
1817,225,5,Modul 5: Studi Kasus 2,18.0
1818,225,6,Modul 6: Teknik Lanjutan,12.0
1819,225,7,Modul 7: Tools & Best Practices,55.0
1820,225,8,Modul 8: Project Mini,
1821,225,9,Modul 9: Evaluasi & Quiz,12.0
1822,226,1,Modul 1: Pengenalan & Overview,48.0
1823,226,2,Modul 2: Konsep Dasar,31.0
1824,226,3,Modul 3: Studi Kasus 1,12.0
1825,226,4,Modul 4: Praktik Langsung,59.0
1826,226,5,Modul 5: Studi Kasus 2,29.0
1827,226,6,Modul 6: Teknik Lanjutan,58.0
1828,226,7,Modul 7: Tools & Best Practices,23.0
1829,226,8,Modul 8: Project Mini,22.0
1830,226,9,Modul 9: Evaluasi & Quiz,44.0
1831,226,10,Modul 10: Studi Kasus Lanjutan,38.0
1832,226,11,Modul 11: Optimasi & Tips,27.0
1833,227,1,Modul 1: Pengenalan & Overview,27.0
1834,227,2,Modul 2: Konsep Dasar,49.0
1835,227,3,Modul 3: Studi Kasus 1,16.0
1836,227,4,Modul 4: Praktik Langsung,32.0
1837,227,5,Modul 5: Studi Kasus 2,27.0
1838,227,6,Modul 6: Teknik Lanjutan,55.0
1839,227,7,Modul 7: Tools & Best Practices,46.0
1840,227,8,Modul 8: Project Mini,14.0
1841,227,9,Modul 9: Evaluasi & Quiz,31.0
1842,228,1,Modul 1: Pengenalan & Overview,13.0
1843,228,2,Modul 2: Konsep Dasar,40.0
1844,228,3,Modul 3: Studi Kasus 1,13.0
1845,228,4,Modul 4: Praktik Langsung,13.0
1846,228,5,Modul 5: Studi Kasus 2,35.0
1847,228,6,Modul 6: Teknik Lanjutan,48.0
1848,228,7,Modul 7: Tools & Best Practices,50.0
1849,228,8,Modul 8: Project Mini,54.0
1850,228,9,Modul 9: Evaluasi & Quiz,32.0
1851,228,10,Modul 10: Studi Kasus Lanjutan,22.0
1852,228,11,Modul 11: Optimasi & Tips,52.0
1853,229,1,Modul 1: Pengenalan & Overview,15.0
1854,229,2,Modul 2: Konsep Dasar,58.0
1855,229,3,Modul 3: Studi Kasus 1,46.0
1856,229,4,Modul 4: Praktik Langsung,54.0
1857,229,5,Modul 5: Studi Kasus 2,39.0
1858,229,6,Modul 6: Teknik Lanjutan,51.0
1859,229,7,Modul 7: Tools & Best Practices,39.0
1860,230,1,Modul 1: Pengenalan & Overview,24.0
1861,230,2,Modul 2: Konsep Dasar,49.0
1862,230,3,Modul 3: Studi Kasus 1,33.0
1863,230,4,Modul 4: Praktik Langsung,54.0
1864,230,5,Modul 5: Studi Kasus 2,31.0
1865,230,6,Modul 6: Teknik Lanjutan,30.0
1866,230,7,Modul 7: Tools & Best Practices,11.0
1867,230,8,Modul 8: Project Mini,17.0
1868,230,9,Modul 9: Evaluasi & Quiz,39.0
1869,230,10,Modul 10: Studi Kasus Lanjutan,28.0
1870,230,11,Modul 11: Optimasi & Tips,48.0
1871,230,12,Modul 12: Final Project,42.0
1872,231,1,Modul 1: Pengenalan & Overview,55.0
1873,231,2,Modul 2: Konsep Dasar,30.0
1874,231,3,Modul 3: Studi Kasus 1,14.0
1875,231,4,Modul 4: Praktik Langsung,44.0
1876,232,1,Modul 1: Pengenalan & Overview,47.0
1877,232,2,Modul 2: Konsep Dasar,49.0
1878,232,3,Modul 3: Studi Kasus 1,20.0
1879,232,4,Modul 4: Praktik Langsung,34.0
1880,232,5,Modul 5: Studi Kasus 2,23.0
1881,232,6,Modul 6: Teknik Lanjutan,47.0
1882,232,7,Modul 7: Tools & Best Practices,37.0
1883,232,8,Modul 8: Project Mini,31.0
1884,232,9,Modul 9: Evaluasi & Quiz,25.0
1885,232,10,Modul 10: Studi Kasus Lanjutan,52.0
1886,233,1,Modul 1: Pengenalan & Overview,55.0
1887,233,2,Modul 2: Konsep Dasar,41.0
1888,233,3,Modul 3: Studi Kasus 1,48.0
1889,233,4,Modul 4: Praktik Langsung,45.0
1890,233,5,Modul 5: Studi Kasus 2,38.0
1891,233,6,Modul 6: Teknik Lanjutan,35.0
1892,233,7,Modul 7: Tools & Best Practices,16.0
1893,233,8,Modul 8: Project Mini,48.0
1894,233,9,Modul 9: Evaluasi & Quiz,34.0
1895,233,10,Modul 10: Studi Kasus Lanjutan,51.0
1896,234,1,Modul 1: Pengenalan & Overview,15.0
1897,234,2,Modul 2: Konsep Dasar,18.0
1898,234,3,Modul 3: Studi Kasus 1,58.0
1899,234,4,Modul 4: Praktik Langsung,10.0
1900,234,5,Modul 5: Studi Kasus 2,52.0
1901,234,6,Modul 6: Teknik Lanjutan,44.0
1902,234,7,Modul 7: Tools & Best Practices,49.0
1903,234,8,Modul 8: Project Mini,22.0
1904,234,9,Modul 9: Evaluasi & Quiz,30.0
1905,234,10,Modul 10: Studi Kasus Lanjutan,60.0
1906,234,11,Modul 11: Optimasi & Tips,29.0
1907,234,12,Modul 12: Final Project,37.0
1908,235,1,Modul 1: Pengenalan & Overview,32.0
1909,235,2,Modul 2: Konsep Dasar,
1910,235,3,Modul 3: Studi Kasus 1,42.0
1911,235,4,Modul 4: Praktik Langsung,18.0
1912,235,5,Modul 5: Studi Kasus 2,13.0
1913,235,6,Modul 6: Teknik Lanjutan,45.0
1914,235,7,Modul 7: Tools & Best Practices,10.0
1915,235,8,Modul 8: Project Mini,32.0
1916,235,9,Modul 9: Evaluasi & Quiz,28.0
1917,235,10,Modul 10: Studi Kasus Lanjutan,25.0
1918,235,11,Modul 11: Optimasi & Tips,47.0
1919,235,12,Modul 12: Final Project,30.0
1920,236,1,Modul 1: Pengenalan & Overview,35.0
1921,236,2,Modul 2: Konsep Dasar,44.0
1922,236,3,Modul 3: Studi Kasus 1,21.0
1923,236,4,Modul 4: Praktik Langsung,22.0
1924,236,5,Modul 5: Studi Kasus 2,33.0
1925,236,6,Modul 6: Teknik Lanjutan,19.0
1926,236,7,Modul 7: Tools & Best Practices,52.0
1927,236,8,Modul 8: Project Mini,10.0
1928,237,1,Modul 1: Pengenalan & Overview,11.0
1929,237,2,Modul 2: Konsep Dasar,41.0
1930,237,3,Modul 3: Studi Kasus 1,18.0
1931,237,4,Modul 4: Praktik Langsung,51.0
1932,238,1,Modul 1: Pengenalan & Overview,39.0
1933,238,2,Modul 2: Konsep Dasar,54.0
1934,238,3,Modul 3: Studi Kasus 1,37.0
1935,238,4,Modul 4: Praktik Langsung,39.0
1936,238,5,Modul 5: Studi Kasus 2,45.0
1937,238,6,Modul 6: Teknik Lanjutan,34.0
1938,238,7,Modul 7: Tools & Best Practices,21.0
1939,238,8,Modul 8: Project Mini,10.0
1940,238,9,Modul 9: Evaluasi & Quiz,56.0
1941,238,10,Modul 10: Studi Kasus Lanjutan,42.0
1942,238,11,Modul 11: Optimasi & Tips,44.0
1943,239,1,Modul 1: Pengenalan & Overview,12.0
1944,239,2,Modul 2: Konsep Dasar,46.0
1945,239,3,Modul 3: Studi Kasus 1,33.0
1946,239,4,Modul 4: Praktik Langsung,40.0
1947,239,5,Modul 5: Studi Kasus 2,15.0
1948,240,1,Modul 1: Pengenalan & Overview,56.0
1949,240,2,Modul 2: Konsep Dasar,58.0
1950,240,3,Modul 3: Studi Kasus 1,39.0
1951,240,4,Modul 4: Praktik Langsung,43.0
1952,240,5,Modul 5: Studi Kasus 2,15.0
1953,240,6,Modul 6: Teknik Lanjutan,50.0
1954,240,7,Modul 7: Tools & Best Practices,52.0
1955,240,8,Modul 8: Project Mini,50.0
1956,240,9,Modul 9: Evaluasi & Quiz,47.0
1957,240,10,Modul 10: Studi Kasus Lanjutan,13.0
1958,240,11,Modul 11: Optimasi & Tips,44.0
1959,240,12,Modul 12: Final Project,40.0
1960,241,1,Modul 1: Pengenalan & Overview,40.0
1961,241,2,Modul 2: Konsep Dasar,31.0
1962,241,3,Modul 3: Studi Kasus 1,28.0
1963,241,4,Modul 4: Praktik Langsung,12.0
1964,241,5,Modul 5: Studi Kasus 2,48.0
1965,241,6,Modul 6: Teknik Lanjutan,56.0
1966,241,7,Modul 7: Tools & Best Practices,26.0
1967,242,1,Modul 1: Pengenalan & Overview,40.0
1968,242,2,Modul 2: Konsep Dasar,46.0
1969,242,3,Modul 3: Studi Kasus 1,28.0
1970,242,4,Modul 4: Praktik Langsung,49.0
1971,242,5,Modul 5: Studi Kasus 2,41.0
1972,242,6,Modul 6: Teknik Lanjutan,42.0
1973,242,7,Modul 7: Tools & Best Practices,60.0
1974,242,8,Modul 8: Project Mini,18.0
1975,242,9,Modul 9: Evaluasi & Quiz,27.0
1976,242,10,Modul 10: Studi Kasus Lanjutan,10.0
1977,242,11,Modul 11: Optimasi & Tips,48.0
1978,243,1,Modul 1: Pengenalan & Overview,47.0
1979,243,2,Modul 2: Konsep Dasar,52.0
1980,243,3,Modul 3: Studi Kasus 1,21.0
1981,243,4,Modul 4: Praktik Langsung,54.0
1982,243,5,Modul 5: Studi Kasus 2,21.0
1983,243,6,Modul 6: Teknik Lanjutan,12.0
1984,243,7,Modul 7: Tools & Best Practices,15.0
1985,244,1,Modul 1: Pengenalan & Overview,48.0
1986,244,2,Modul 2: Konsep Dasar,19.0
1987,244,3,Modul 3: Studi Kasus 1,58.0
1988,244,4,Modul 4: Praktik Langsung,59.0
1989,244,5,Modul 5: Studi Kasus 2,52.0
1990,244,6,Modul 6: Teknik Lanjutan,50.0
1991,244,7,Modul 7: Tools & Best Practices,46.0
1992,244,8,Modul 8: Project Mini,32.0
1993,244,9,Modul 9: Evaluasi & Quiz,26.0
1994,245,1,Modul 1: Pengenalan & Overview,17.0
1995,245,2,Modul 2: Konsep Dasar,39.0
1996,245,3,Modul 3: Studi Kasus 1,29.0
1997,245,4,Modul 4: Praktik Langsung,58.0
1998,245,5,Modul 5: Studi Kasus 2,24.0
1999,245,6,Modul 6: Teknik Lanjutan,55.0
2000,245,7,Modul 7: Tools & Best Practices,26.0
2001,245,8,Modul 8: Project Mini,
2002,245,9,Modul 9: Evaluasi & Quiz,38.0
2003,245,10,Modul 10: Studi Kasus Lanjutan,30.0
2004,245,11,Modul 11: Optimasi & Tips,53.0
2005,245,12,Modul 12: Final Project,16.0
2006,246,1,Modul 1: Pengenalan & Overview,50.0
2007,246,2,Modul 2: Konsep Dasar,37.0
2008,246,3,Modul 3: Studi Kasus 1,51.0
2009,246,4,Modul 4: Praktik Langsung,31.0
2010,246,5,Modul 5: Studi Kasus 2,16.0
2011,246,6,Modul 6: Teknik Lanjutan,47.0
2012,246,7,Modul 7: Tools & Best Practices,59.0
2013,246,8,Modul 8: Project Mini,25.0
2014,247,1,Modul 1: Pengenalan & Overview,47.0
2015,247,2,Modul 2: Konsep Dasar,43.0
2016,247,3,Modul 3: Studi Kasus 1,54.0
2017,247,4,Modul 4: Praktik Langsung,30.0
2018,247,5,Modul 5: Studi Kasus 2,
2019,247,6,Modul 6: Teknik Lanjutan,
2020,247,7,Modul 7: Tools & Best Practices,16.0
2021,248,1,Modul 1: Pengenalan & Overview,53.0
2022,248,2,Modul 2: Konsep Dasar,24.0
2023,248,3,Modul 3: Studi Kasus 1,26.0
2024,248,4,Modul 4: Praktik Langsung,11.0
2025,248,5,Modul 5: Studi Kasus 2,13.0
2026,248,6,Modul 6: Teknik Lanjutan,52.0
2027,248,7,Modul 7: Tools & Best Practices,23.0
2028,249,1,Modul 1: Pengenalan & Overview,50.0
2029,249,2,Modul 2: Konsep Dasar,17.0
2030,249,3,Modul 3: Studi Kasus 1,48.0
2031,249,4,Modul 4: Praktik Langsung,52.0
2032,249,5,Modul 5: Studi Kasus 2,51.0
2033,249,6,Modul 6: Teknik Lanjutan,21.0
2034,249,7,Modul 7: Tools & Best Practices,54.0
2035,249,8,Modul 8: Project Mini,28.0
2036,249,9,Modul 9: Evaluasi & Quiz,14.0
2037,250,1,Modul 1: Pengenalan & Overview,27.0
2038,250,2,Modul 2: Konsep Dasar,54.0
2039,250,3,Modul 3: Studi Kasus 1,59.0
2040,250,4,Modul 4: Praktik Langsung,26.0
2041,250,5,Modul 5: Studi Kasus 2,14.0
2042,250,6,Modul 6: Teknik Lanjutan,13.0
2043,251,1,Modul 1: Pengenalan & Overview,31.0
2044,251,2,Modul 2: Konsep Dasar,26.0
2045,251,3,Modul 3: Studi Kasus 1,26.0
2046,251,4,Modul 4: Praktik Langsung,14.0
2047,251,5,Modul 5: Studi Kasus 2,22.0
2048,251,6,Modul 6: Teknik Lanjutan,21.0
2049,251,7,Modul 7: Tools & Best Practices,16.0
2050,251,8,Modul 8: Project Mini,59.0
2051,252,1,Modul 1: Pengenalan & Overview,49.0
2052,252,2,Modul 2: Konsep Dasar,38.0
2053,252,3,Modul 3: Studi Kasus 1,16.0
2054,252,4,Modul 4: Praktik Langsung,14.0
2055,252,5,Modul 5: Studi Kasus 2,26.0
2056,252,6,Modul 6: Teknik Lanjutan,11.0
2057,252,7,Modul 7: Tools & Best Practices,19.0
2058,252,8,Modul 8: Project Mini,10.0
2059,252,9,Modul 9: Evaluasi & Quiz,52.0
2060,252,10,Modul 10: Studi Kasus Lanjutan,19.0
2061,253,1,Modul 1: Pengenalan & Overview,35.0
2062,253,2,Modul 2: Konsep Dasar,42.0
2063,253,3,Modul 3: Studi Kasus 1,59.0
2064,253,4,Modul 4: Praktik Langsung,37.0
2065,253,5,Modul 5: Studi Kasus 2,56.0
2066,253,6,Modul 6: Teknik Lanjutan,60.0
2067,253,7,Modul 7: Tools & Best Practices,
2068,253,8,Modul 8: Project Mini,54.0
2069,254,1,Modul 1: Pengenalan & Overview,40.0
2070,254,2,Modul 2: Konsep Dasar,44.0
2071,254,3,Modul 3: Studi Kasus 1,32.0
2072,254,4,Modul 4: Praktik Langsung,29.0
2073,254,5,Modul 5: Studi Kasus 2,50.0
2074,254,6,Modul 6: Teknik Lanjutan,51.0
2075,254,7,Modul 7: Tools & Best Practices,44.0
2076,254,8,Modul 8: Project Mini,31.0
2077,254,9,Modul 9: Evaluasi & Quiz,39.0
2078,254,10,Modul 10: Studi Kasus Lanjutan,28.0
2079,254,11,Modul 11: Optimasi & Tips,21.0
2080,255,1,Modul 1: Pengenalan & Overview,34.0
2081,255,2,Modul 2: Konsep Dasar,29.0
2082,255,3,Modul 3: Studi Kasus 1,16.0
2083,255,4,Modul 4: Praktik Langsung,32.0
2084,255,5,Modul 5: Studi Kasus 2,50.0
2085,255,6,Modul 6: Teknik Lanjutan,22.0
2086,255,7,Modul 7: Tools & Best Practices,22.0
2087,256,1,Modul 1: Pengenalan & Overview,47.0
2088,256,2,Modul 2: Konsep Dasar,34.0
2089,256,3,Modul 3: Studi Kasus 1,44.0
2090,256,4,Modul 4: Praktik Langsung,41.0
2091,257,1,Modul 1: Pengenalan & Overview,38.0
2092,257,2,Modul 2: Konsep Dasar,11.0
2093,257,3,Modul 3: Studi Kasus 1,13.0
2094,257,4,Modul 4: Praktik Langsung,56.0
2095,257,5,Modul 5: Studi Kasus 2,17.0
2096,257,6,Modul 6: Teknik Lanjutan,51.0
2097,257,7,Modul 7: Tools & Best Practices,39.0
2098,257,8,Modul 8: Project Mini,44.0
2099,257,9,Modul 9: Evaluasi & Quiz,47.0
2100,257,10,Modul 10: Studi Kasus Lanjutan,14.0
2101,258,1,Modul 1: Pengenalan & Overview,19.0
2102,258,2,Modul 2: Konsep Dasar,11.0
2103,258,3,Modul 3: Studi Kasus 1,49.0
2104,258,4,Modul 4: Praktik Langsung,54.0
2105,258,5,Modul 5: Studi Kasus 2,10.0
2106,258,6,Modul 6: Teknik Lanjutan,13.0
2107,259,1,Modul 1: Pengenalan & Overview,60.0
2108,259,2,Modul 2: Konsep Dasar,49.0
2109,259,3,Modul 3: Studi Kasus 1,47.0
2110,259,4,Modul 4: Praktik Langsung,16.0
2111,259,5,Modul 5: Studi Kasus 2,48.0
2112,259,6,Modul 6: Teknik Lanjutan,24.0
2113,259,7,Modul 7: Tools & Best Practices,22.0
2114,259,8,Modul 8: Project Mini,57.0
2115,259,9,Modul 9: Evaluasi & Quiz,30.0
2116,259,10,Modul 10: Studi Kasus Lanjutan,53.0
